Kassenschlager {m};blockbuster [coll.];noun;;
Kassenschlager {m};box-office biggie [coll.];noun;;
Kassenschlager {m};box-office hit;noun;;
Kassenschlager {m};box office attraction;noun;;
Kassenschlager {m};box office success;noun;;
Kassenschlager {m};money-spinner;noun;;
Kassenschlager {m} [ugs.];box-office smash [coll.];noun;;
Kassenschlange {f} [Ladenkasse];checkout line;noun;;
Kassenschlange {f} [Warteschlange an der Kasse];till queue;noun;;
Kassenschluss {m};ticket office closing time;noun;;
Kassenschrank {m} [bes. schweiz.: Panzerschrank];safe;noun;;
Kassenschublade {f};cash drawer;noun;;
Kassenskonto {m} {n};discount for cash;noun;;
Kassensoftware {f};cash software;noun;;
Kassenstand {m};cash position;noun;;
Kassensturz machen;to check one's finances;verb;;
Kassensturz machen;to count the cash;verb;;
Kassensturz [Schweizer Fernsehen, SF];[consumer-magazine show on Swiss television];;;
Kassensturz {m};cash check;noun;;
Kassensturz {m};cashing-up;noun;;
Kassensystem {n};cash system;noun;;
Kassentaste {f};till key;noun;;
Kassenterminal {n};point-of-sale terminal;noun;;
Kassentisch {m};cash desk;noun;;
Kassenumsatz {m};cash turnover;noun;;
Kassenverwalterin {f};treasurer [female];noun;;
Kassenverwalter {m};treasurer;noun;;
Kassenverwaltung {f};cash department;noun;;
Kassenwartbericht {m};treasurer's report;noun;;
Kassenwarte {pl};treasurers;noun;;
Kassenwart {m};treasurer;noun;;
Kassenwesen {n};cash management;noun;;
Kassenwesen {n};finance generally;noun;;
Kassenzahnärztliche Bundesvereinigung {f} <KZBV>;[National Association of Statutory Health Insurance Dentists] [Germany];noun;;
Kassenzahnärztliche Vereinigungen {pl} <KZV>;regional dental authorities [Germany];noun;;
Kassenzettel {m};cash register slip;noun;;
Kassenzettel {m};cash slip;noun;;
Kassenzettel {m};check;noun;;
Kassenzettel {m};docket [Aus.] [sl.];noun;;
Kassenzettel {m};receipt;noun;;
Kassenzettel {m};sales check;noun;;
Kassenzettel {m};sales slip [Am.];noun;;
Kassenzettel {m};slip;noun;;
Kassenzettel {m};till receipt;noun;;
Kassenzettel {m} [Kassenbon];(cash register) receipt;noun;;
Kassenzone {f};checkout zone;noun;;
kassenzugelassen;covered by health insurance [postpos.] [medication, treatment, service];adj;;
Kassenärztin {f};Health Service doctor [female] [Br.];noun;;
Kassenärztin {f};HMO doctor [female] [Am.];noun;;
Kassenärztin {f};NHS doctor [female] [Br.];noun;;
Kassenärztliche Bundesvereinigung {f} <KBV>;National Association of Statutory Health Insurance Physicians [Germany];noun;;
Kassenärztliche Vereinigung {f} <KV> [auf Länderebene];Association of Statutory Health Insurance Physicians <AHIP> [Germany, on federal state level];noun;;
kassenärztliche Versorgung {f};[ambulatory health care in Germany];noun;;
Kassenüberschuss {m};overage of cash;noun;;
Kasserole {f} [ältere Rsv. neben Kasserolle];casserole;noun;;
Kasserollen {pl};saucepans;noun;;
Kasserolle {f};stewpan;noun;;
Kasserolle {f} [Gericht];bake [Br.];noun;;
Kasserolle {f} [mit Griff];saucepan;noun;;
Kasserolle {f} [mit Henkeln];casserole dish;noun;;
Kasserolle {f} [mit Henkeln];casserole;noun;;
Kasserol {n} [regional] [Kasserolle];saucepan;noun;;
Kassettenabschlussring {m};lockring;noun;;
Kassettenanschlag {m};cassette stop;noun;;
Kassettenband {n};cartridge tape;noun;;
Kassettenband {n};cassette tape;noun;;
Kassettenbeförderung {f} [selten für: Kassettentransport];cassette transport;noun;;
Kassettenbewegung {f};cassette movement;noun;;
Kassettenblech {n};cassette tray;noun;;
Kassettenbombe {f};container bomb;noun;;
Kassettendecke {f};coffered ceiling;noun;;
Kassettendecke {f};waffle-slab ceiling;noun;;
Kassettendeck {n};cassette deck;noun;;
Kassetteneinschubblech {n};cassette (insertion) tray;noun;;
Kassetteneinschub {m};cassette insertion;noun;;
Kassetteneinschub {m};cassette insertion slot;noun;;
Kassettenexon {n};cassette exon;noun;;
Kassettenfach {n};cassette compartment;noun;;
Kassettenfernsehen {n};cassette television;noun;;
Kassettenfilm {m};cassette film;noun;;
Kassettenformat-Abtastmechanismus {m};cassette format sensing mechanism;noun;;
Kassettenformat {n};cassette size;noun;;
Kassettengerät {n};cassette machine;noun;;
Kassettengerät {n};tape deck;noun;;
Kassettengewölbe {n};coffered vault;noun;;
Kassettengröße {f};cassette size;noun;;
Kassettenhalter {m};cassette holder;noun;;
Kassettenkuppel {f};coffered dome;noun;;
Kassettenlade {f};cassette tray;noun;;
Kassettenladung {f};loading of cassette;noun;;
Kassettenladung {f} [Kassetteneinschub];cassette insertion;noun;;
Kassettenlaufwerk {n};cartridge drive;noun;;
kassettenlos;cassette-free [e.g. radiography];adj;;
kassettenlos [digitaler Arbeitsplatz];cassette-less;adj;;
Kassettenmagnetband {n};cartridge tape;noun;;
Kassettennabe {f};cassette hub;noun;;
Kassettennabe {f};cassette sprocket;noun;;
Kassettenradio {n};cassette radio;noun;;
Kassettenrahmen {m};cassette frame;noun;;
Kassettenrasterlade {f};cassette Bucky tray;noun;;
Kassettenrecorder {m};cassette recorder;noun;;
Kassettenrecorder {m};cassette tape recorder;noun;;
Kassettenrecorder {m};tape player;noun;;
Kassettenrekorder {m};cassette recorder;noun;;
Kassettenrekorder {m};cassette tape recorder;noun;;
Kassettenschacht {m};cassette shaft;noun;;
Kassettenschlitten {m};cassette carriage;noun;;
Kassettenschlitten {m} [Drehschälmaschine];cartridge slide [bar peeling machine];noun;;
Kassettenspeicherung {f};cassette storage;noun;;
Kassettenspieler {m};cassette player;noun;;
Kassettenständer {m};cassette rack;noun;;
Kassettentonbandgerät {n};cassette tape recorder;noun;;
Kassettentransport {m};cassette transport;noun;;
Kassettentunnel {m};cassette tunnel;noun;;
Kassettentür {f};frame and panel door;noun;;
Kassettenunschärfe {f};cassette unsharpness;noun;;
Kassettenwagen {m};cassette carriage;noun;;
Kassetten {pl};cassettes;noun;;
Kassetten {pl} [Schatullen];caskets;noun;;
Kassette {f};box [money box with lid and lock];noun;;
Kassette {f};cartridge;noun;;
Kassette {f};cash box;noun;;
Kassette {f};casket;noun;;
Kassette {f};cassette;noun;;
Kassette {f};coffer;noun;;
Kassette {f} zum Brennen von Fliesen;tile setter;noun;;
Kassette {f} [Audiokassette];audio cassette;noun;;
Kassette {f} [für Bücher, CDs etc.];slipcase;noun;;
Kassette {f} [mit Büchern];book box set;noun;;
Kassette {f} [Schuber mit Büchern];boxed set [of books];noun;;
Kassettierung {f};coffering;noun;;
Kasse vor Lieferung;cash before delivery <c.b.d.>;;;
Kasse {f} bei Anlieferung;cash payment on delivery;noun;;
Kasse {f};booking office;noun;;
Kasse {f};box;noun;;
Kasse {f};cashier's office;noun;;
Kasse {f};cash point;noun;;
Kasse {f};checkout;noun;;
Kasse {f} des Vertrauens;honesty box;noun;;
Kasse {f};point of sale;noun;;
Kasse {f};ticket window;noun;;
Kasse {f} [Finanzen];treasury [funds];noun;;
Kasse {f} [Geldkassette];cash box;noun;;
Kasse {f} [Geldsäckel, finanzielle Mittel];coffer [fig.];noun;;
Kasse {f} [Gerät];cash till;noun;;
Kasse {f} [i. Supermarkt];checkout counter;noun;;
Kasse {f} [im Restaurant, Tankstelle, etc.];cash register;noun;;
Kasse {f} [im Restaurant, Tankstelle, etc.];register [Am.];noun;;
Kasse {f} [im Restaurant, Tankstelle, etc.];till [Br.];noun;;
Kasse {f} [im Supermarkt];checkstand;noun;;
Kasse {f} [Kartenverkaufsstelle];box office;noun;;
Kasse {f} [Sparkasse];savings bank;noun;;
Kasse {f} [Theater, Kino];ticket office;noun;;
Kasse {f} [ugs.] [Finanzen];exchequer [coll.];noun;;
Kasse {f} [ugs.] [Krankenkasse];health insurance fund [Germany, Austria, Switzerland];noun;;
Kasse {f} [ugs.] [Pensionskasse etc.];fund;noun;;
Kasse {f} [z. B. im Kaufhaus];cash desk;noun;;
Kasse {f} [zur Verfügung stehendes Geld, z. B. Kriegskasse];chest [rare] [funds, e.g. war chest];noun;;
Kassiaöl {n};cassia oil;noun;;
Kassiber {m};secret message [esp. from prison];noun;;
Kassiber {m};stiff [Am.] [sl.] [secret message from prison];noun;;
kassierend;taking the money;;;
kassieren;to cashier;verb;;
kassieren;to cash;verb;;
kassieren;to encash;verb;;
kassieren;to take the money;verb;;
kassieren [abschaffen];to annul;verb;;
kassieren [abschaffen];to cancel;verb;;
kassieren [Geld, Miete];to collect [money, rent];verb;;
kassieren [ugs. für: Geld einstecken];to pocket [coll.];verb;;
Kassieren {n} von Gebühren;collection of fees;noun;;
Kassiererin {f};cashier [female];noun;;
Kassiererin {f};check-out girl;noun;;
Kassiererin {f};checker [female] [Am.] [in a supermarket];noun;;
Kassiererin {f};checkout girl [spv.];noun;;
Kassiererin {f};till girl;noun;;
Kassiererin {f} [eines Klubs];treasurer [female];noun;;
Kassiererin {f} [in einer Bank];bank teller [female];noun;;
Kassierer {m} am Auszahlungsschalter;paying teller;noun;;
Kassierer {m} am Einzahlungsschalter;receiving teller;noun;;
Kassierer {m};bank teller;noun;;
Kassierer {m} beim Zirkus;circus cashier;noun;;
Kassierer {m};cashier;noun;;
Kassierer {m};money teller;noun;;
Kassierer {m};teller;noun;;
Kassierer {m} [eines Klubs];treasurer;noun;;
Kassierer {m} [im Lebensmittelgeschäft od. Supermarkt];grocery clerk;noun;;
Kassierer {m} [im Supermarkt];checkout clerk;noun;;
Kassierer {pl};cashiers;noun;;
Kassiere {pl} [österr., schweiz., südd. häufig für: Kassierer];cashiers;noun;;
Kassierin {f} [österr.] [schweiz.] [südd.];cashier [female];noun;;
Kassierstelle {f};check-out point;noun;;
kassiert;cashed;adj past-p;;
kassiert;taken the money;past-p;;
Kassierung {f} [von Geld, Miete];collection [act of collecting money, rent];noun;;
Kassier {m}, der postalischen Eingang bearbeitet [»Kassier«: österr., schweiz., südd. häufig für: Kassierer];mail teller;noun;;
Kassier {m} [österr., schweiz., südd. häufig für: Kassierer];bank cashier;noun;;
Kassier {m} [österr., schweiz., südd. häufig für: Kassierer];cashier;noun;;
Kassier {m} [österr., schweiz., südd. häufig für: Kassierer];teller;noun;;
Kassier {m} [österr., schweiz., südd. häufig für: Kassierer] [hier in Supermarkt, Cafeteria etc.];checker [Am.] [cashier];noun;;
Kassier {m} [österr., schweiz., südd. häufig für: Kassierer] [Kassenwart];treasurer;noun;;
Kassie {f};cassia [genus Senna, syn.: Cassia];noun;;
Kassie {f};gold medallion tree [genus Senna, syn.: Cassia];noun;;
Kassie {f};pudding-pipetree [genus Senna, syn.: Cassia];noun;;
Kassie {f};senna [genus Senna, syn.: Cassia];noun;;
Kassie {f};shower tree [genus Senna, syn.: Cassia];noun;;
Kassiopeia;Cassiopeia [Momo];;;
Kassiopeia {f} [Sternbild];Cassiopeia;noun;;
Kassiten {pl};Cassites;noun;;
Kassiten {pl};Kassites;noun;;
Kassiterit {m};black tin [SnO2];noun;;
Kassiterit {m};cassiterite [SnO2];noun;;
kassitisch;Cassite;adj;;
kassitisch;Kassite;adj;;
Kassitisch {n};Cassite;noun;;
Kassitisch {n};Kassite;noun;;
Kassit {m};Cassite;noun;;
Kassit {m};Kassite;noun;;
Kassit {m};kassite [CaTi2O4(OH)2];noun;;
Kasslerbraun {n};Cassel brown;noun;;
Kasslerbraun {n};Cassel earth;noun;;
Kasslerbraun {n};Cassel umber;noun;;
Kassler {n};gammon steak [lightly smoked loin of pork] [Br.];noun;;
Kassler {n};smoked pork chop;noun;;
